YST,PLOT,DBH,study,tree,clone,space,silvi,SIZE,density,year
8,2631,11.43,201301,61,O,H,1,0.0134761,74.20569703,2017
9,2631,12.19200048,201301,61,O,H,1,0.0134761,74.20569703,2018
7,3211,17.27200048,201301,21,A,L,1,0.0404282,24.73523327,2016
8,3211,19.05,201301,21,A,L,1,0.0404282,24.73523327,2017
9,3211,20.32,201301,21,A,L,1,0.0404282,24.73523327,2018
7,3211,16.00200048,201301,22,A,L,1,0.0404282,24.73523327,2016
8,3211,18.79600024,201301,22,A,L,1,0.0404282,24.73523327,2017
9,3211,21.59,201301,22,A,L,1,0.0404282,24.73523327,2018
7,3211,18.79600024,201301,23,A,L,1,0.0404282,24.73523327,2016
8,3211,20.06600024,201301,23,A,L,1,0.0404282,24.73523327,2017
9,3211,21.59,201301,23,A,L,1,0.0404282,24.73523327,2018
7,3211,19.30399976,201301,24,A,L,1,0.0404282,24.73523327,2016
8,3211,21.84400097,201301,24,A,L,1,0.0404282,24.73523327,2017
9,3211,23.62200048,201301,24,A,L,1,0.0404282,24.73523327,2018
7,3211,17.01799952,201301,25,A,L,1,0.0404282,24.73523327,2016
8,3211,19.55799952,201301,25,A,L,1,0.0404282,24.73523327,2017
9,3211,21.33599903,201301,25,A,L,1,0.0404282,24.73523327,2018
7,3211,19.30399976,201301,30,A,L,1,0.0404282,24.73523327,2016
8,3211,20.57400097,201301,30,A,L,1,0.0404282,24.73523327,2017
9,3211,21.84400097,201301,30,A,L,1,0.0404282,24.73523327,2018
7,3211,19.81200048,201301,31,A,L,1,0.0404282,24.73523327,2016
8,3211,21.84400097,201301,31,A,L,1,0.0404282,24.73523327,2017
9,3211,23.62200048,201301,31,A,L,1,0.0404282,24.73523327,2018
7,3211,18.28799952,201301,32,A,L,1,0.0404282,24.73523327,2016
8,3211,20.82799952,201301,32,A,L,1,0.0404282,24.73523327,2017
9,3211,23.11400097,201301,32,A,L,1,0.0404282,24.73523327,2018
7,3211,14.98600024,201301,33,A,L,1,0.0404282,24.73523327,2016
8,3211,17.01799952,201301,33,A,L,1,0.0404282,24.73523327,2017
9,3211,19.05,201301,33,A,L,1,0.0404282,24.73523327,2018
7,3211,18.28799952,201301,34,A,L,1,0.0404282,24.73523327,2016
8,3211,20.32,201301,34,A,L,1,0.0404282,24.73523327,2017
9,3211,22.86,201301,34,A,L,1,0.0404282,24.73523327,2018
7,3211,17.27200048,201301,39,A,L,1,0.0404282,24.73523327,2016
8,3211,18.54200048,201301,39,A,L,1,0.0404282,24.73523327,2017
9,3211,19.55799952,201301,39,A,L,1,0.0404282,24.73523327,2018
7,3211,19.81200048,201301,40,A,L,1,0.0404282,24.73523327,2016
8,3211,21.84400097,201301,40,A,L,1,0.0404282,24.73523327,2017
9,3211,24.63799952,201301,40,A,L,1,0.0404282,24.73523327,2018
7,3211,16.25600024,201301,41,A,L,1,0.0404282,24.73523327,2016
8,3211,18.79600024,201301,41,A,L,1,0.0404282,24.73523327,2017
9,3211,20.82799952,201301,41,A,L,1,0.0404282,24.73523327,2018
7,3211,13.46200048,201301,42,A,L,1,0.0404282,24.73523327,2016
8,3211,14.73200048,201301,42,A,L,1,0.0404282,24.73523327,2017
9,3211,16.51,201301,42,A,L,1,0.0404282,24.73523327,2018
7,3211,16.51,201301,43,A,L,1,0.0404282,24.73523327,2016
8,3211,17.78,201301,43,A,L,1,0.0404282,24.73523327,2017
9,3211,19.30399976,201301,43,A,L,1,0.0404282,24.73523327,2018
7,3211,18.28799952,201301,48,A,L,1,0.0404282,24.73523327,2016
8,3211,19.81200048,201301,48,A,L,1,0.0404282,24.73523327,2017
9,3211,21.59,201301,48,A,L,1,0.0404282,24.73523327,2018
7,3211,17.52600024,201301,49,A,L,1,0.0404282,24.73523327,2016
8,3211,20.06600024,201301,49,A,L,1,0.0404282,24.73523327,2017
9,3211,22.60599903,201301,49,A,L,1,0.0404282,24.73523327,2018
7,3211,16.00200048,201301,50,A,L,1,0.0404282,24.73523327,2016
8,3211,17.78,201301,50,A,L,1,0.0404282,24.73523327,2017
9,3211,18.28799952,201301,50,A,L,1,0.0404282,24.73523327,2018
7,3211,9.143999758,201301,51,A,L,1,0.0404282,24.73523327,2016
8,3211,10.41399976,201301,51,A,L,1,0.0404282,24.73523327,2017
9,3211,11.17600024,201301,51,A,L,1,0.0404282,24.73523327,2018
7,3211,14.98600024,201301,52,A,L,1,0.0404282,24.73523327,2016
8,3211,16.00200048,201301,52,A,L,1,0.0404282,24.73523327,2017
9,3211,18.28799952,201301,52,A,L,1,0.0404282,24.73523327,2018
7,3211,15.49399976,201301,57,A,L,1,0.0404282,24.73523327,2016
8,3211,15.74799952,201301,57,A,L,1,0.0404282,24.73523327,2017
9,3211,17.78,201301,57,A,L,1,0.0404282,24.73523327,2018
7,3211,19.05,201301,58,A,L,1,0.0404282,24.73523327,2016
8,3211,21.59,201301,58,A,L,1,0.0404282,24.73523327,2017
9,3211,23.36799952,201301,58,A,L,1,0.0404282,24.73523327,2018
7,3211,19.81200048,201301,59,A,L,1,0.0404282,24.73523327,2016
8,3211,21.84400097,201301,59,A,L,1,0.0404282,24.73523327,2017
9,3211,23.62200048,201301,59,A,L,1,0.0404282,24.73523327,2018
7,3211,20.06600024,201301,60,A,L,1,0.0404282,24.73523327,2016
8,3211,22.86,201301,60,A,L,1,0.0404282,24.73523327,2017
9,3211,24.89200048,201301,60,A,L,1,0.0404282,24.73523327,2018
7,3211,17.78,201301,61,A,L,1,0.0404282,24.73523327,2016
8,3211,19.81200048,201301,61,A,L,1,0.0404282,24.73523327,2017
9,3211,20.32,201301,61,A,L,1,0.0404282,24.73523327,2018
7,3231,15.24,201301,21,A,H,1,0.0134761,74.20569703,2016
8,3231,17.01799952,201301,21,A,H,1,0.0134761,74.20569703,2017
9,3231,18.28799952,201301,21,A,H,1,0.0134761,74.20569703,2018
7,3231,13.20799952,201301,22,A,H,1,0.0134761,74.20569703,2016
8,3231,13.71600024,201301,22,A,H,1,0.0134761,74.20569703,2017
9,3231,14.73200048,201301,22,A,H,1,0.0134761,74.20569703,2018
7,3231,13.71600024,201301,23,A,H,1,0.0134761,74.20569703,2016
8,3231,15.49399976,201301,23,A,H,1,0.0134761,74.20569703,2017
9,3231,16.76399976,201301,23,A,H,1,0.0134761,74.20569703,2018
7,3231,14.47799952,201301,24,A,H,1,0.0134761,74.20569703,2016
8,3231,16.00200048,201301,24,A,H,1,0.0134761,74.20569703,2017
9,3231,17.01799952,201301,24,A,H,1,0.0134761,74.20569703,2018
7,3231,16.00200048,201301,25,A,H,1,0.0134761,74.20569703,2016
8,3231,17.78,201301,25,A,H,1,0.0134761,74.20569703,2017
9,3231,19.05,201301,25,A,H,1,0.0134761,74.20569703,2018
7,3231,15.24,201301,30,A,H,1,0.0134761,74.20569703,2016
8,3231,16.25600024,201301,30,A,H,1,0.0134761,74.20569703,2017
9,3231,17.27200048,201301,30,A,H,1,0.0134761,74.20569703,2018
7,3231,14.22399976,201301,31,A,H,1,0.0134761,74.20569703,2016
8,3231,15.74799952,201301,31,A,H,1,0.0134761,74.20569703,2017
9,3231,17.01799952,201301,31,A,H,1,0.0134761,74.20569703,2018
7,3231,10.16,201301,32,A,H,1,0.0134761,74.20569703,2016
8,3231,10.92200048,201301,32,A,H,1,0.0134761,74.20569703,2017
9,3231,11.93799952,201301,32,A,H,1,0.0134761,74.20569703,2018
7,3231,11.93799952,201301,33,A,H,1,0.0134761,74.20569703,2016
8,3231,12.95399976,201301,33,A,H,1,0.0134761,74.20569703,2017
9,3231,13.97,201301,33,A,H,1,0.0134761,74.20569703,2018
7,3231,15.74799952,201301,34,A,H,1,0.0134761,74.20569703,2016
8,3231,17.27200048,201301,34,A,H,1,0.0134761,74.20569703,2017
9,3231,19.55799952,201301,34,A,H,1,0.0134761,74.20569703,2018
7,3231,16.25600024,201301,39,A,H,1,0.0134761,74.20569703,2016
8,3231,18.03399976,201301,39,A,H,1,0.0134761,74.20569703,2017
9,3231,19.55799952,201301,39,A,H,1,0.0134761,74.20569703,2018
7,3231,15.24,201301,40,A,H,1,0.0134761,74.20569703,2016
8,3231,16.25600024,201301,40,A,H,1,0.0134761,74.20569703,2017
9,3231,17.52600024,201301,40,A,H,1,0.0134761,74.20569703,2018
7,3231,12.95399976,201301,41,A,H,1,0.0134761,74.20569703,2016
8,3231,14.22399976,201301,41,A,H,1,0.0134761,74.20569703,2017
9,3231,14.98600024,201301,41,A,H,1,0.0134761,74.20569703,2018
7,3231,12.7,201301,42,A,H,1,0.0134761,74.20569703,2016
8,3231,12.95399976,201301,42,A,H,1,0.0134761,74.20569703,2017
9,3231,13.20799952,201301,42,A,H,1,0.0134761,74.20569703,2018
7,3231,14.98600024,201301,43,A,H,1,0.0134761,74.20569703,2016
8,3231,16.51,201301,43,A,H,1,0.0134761,74.20569703,2017
9,3231,19.05,201301,43,A,H,1,0.0134761,74.20569703,2018
7,3231,15.24,201301,48,A,H,1,0.0134761,74.20569703,2016
8,3231,17.01799952,201301,48,A,H,1,0.0134761,74.20569703,2017
9,3231,18.03399976,201301,48,A,H,1,0.0134761,74.20569703,2018
7,3231,11.93799952,201301,49,A,H,1,0.0134761,74.20569703,2016
8,3231,11.93799952,201301,49,A,H,1,0.0134761,74.20569703,2017
9,3231,12.19200048,201301,49,A,H,1,0.0134761,74.20569703,2018
7,3231,14.47799952,201301,50,A,H,1,0.0134761,74.20569703,2016
8,3231,15.49399976,201301,50,A,H,1,0.0134761,74.20569703,2017
9,3231,16.76399976,201301,50,A,H,1,0.0134761,74.20569703,2018
7,3231,10.66799952,201301,51,A,H,1,0.0134761,74.20569703,2016
8,3231,11.43,201301,51,A,H,1,0.0134761,74.20569703,2017
9,3231,12.95399976,201301,51,A,H,1,0.0134761,74.20569703,2018
7,3231,16.76399976,201301,52,A,H,1,0.0134761,74.20569703,2016
8,3231,18.79600024,201301,52,A,H,1,0.0134761,74.20569703,2017
9,3231,20.32,201301,52,A,H,1,0.0134761,74.20569703,2018
7,3231,16.00200048,201301,57,A,H,1,0.0134761,74.20569703,2016
8,3231,17.78,201301,57,A,H,1,0.0134761,74.20569703,2017
9,3231,19.05,201301,57,A,H,1,0.0134761,74.20569703,2018
7,3231,7.62,201301,58,A,H,1,0.0134761,74.20569703,2016
8,3231,7.62,201301,58,A,H,1,0.0134761,74.20569703,2017
9,3231,7.873999758,201301,58,A,H,1,0.0134761,74.20569703,2018
7,3231,14.22399976,201301,59,A,H,1,0.0134761,74.20569703,2016
8,3231,15.24,201301,59,A,H,1,0.0134761,74.20569703,2017
9,3231,17.27200048,201301,59,A,H,1,0.0134761,74.20569703,2018
7,3231,13.97,201301,60,A,H,1,0.0134761,74.20569703,2016
8,3231,14.98600024,201301,60,A,H,1,0.0134761,74.20569703,2017
9,3231,15.74799952,201301,60,A,H,1,0.0134761,74.20569703,2018
7,3231,12.7,201301,61,A,H,1,0.0134761,74.20569703,2016
8,3231,13.71600024,201301,61,A,H,1,0.0134761,74.20569703,2017
9,3231,14.73200048,201301,61,A,H,1,0.0134761,74.20569703,2018
7,3311,17.27200048,201301,21,B,L,1,0.0404282,24.73523327,2016
8,3311,20.32,201301,21,B,L,1,0.0404282,24.73523327,2017
9,3311,21.59,201301,21,B,L,1,0.0404282,24.73523327,2018
7,3311,17.78,201301,22,B,L,1,0.0404282,24.73523327,2016
8,3311,20.82799952,201301,22,B,L,1,0.0404282,24.73523327,2017
9,3311,22.86,201301,22,B,L,1,0.0404282,24.73523327,2018
7,3311,14.73200048,201301,23,B,L,1,0.0404282,24.73523327,2016
8,3311,17.52600024,201301,23,B,L,1,0.0404282,24.73523327,2017
9,3311,19.05,201301,23,B,L,1,0.0404282,24.73523327,2018
7,3311,13.46200048,201301,24,B,L,1,0.0404282,24.73523327,2016
8,3311,16.00200048,201301,24,B,L,1,0.0404282,24.73523327,2017
9,3311,17.01799952,201301,24,B,L,1,0.0404282,24.73523327,2018
7,3311,14.98600024,201301,25,B,L,1,0.0404282,24.73523327,2016
8,3311,17.27200048,201301,25,B,L,1,0.0404282,24.73523327,2017
9,3311,19.55799952,201301,25,B,L,1,0.0404282,24.73523327,2018
7,3311,18.79600024,201301,30,B,L,1,0.0404282,24.73523327,2016
8,3311,20.82799952,201301,30,B,L,1,0.0404282,24.73523327,2017
9,3311,23.62200048,201301,30,B,L,1,0.0404282,24.73523327,2018
7,3311,18.03399976,201301,31,B,L,1,0.0404282,24.73523327,2016
8,3311,19.55799952,201301,31,B,L,1,0.0404282,24.73523327,2017
9,3311,22.35200048,201301,31,B,L,1,0.0404282,24.73523327,2018
7,3311,14.73200048,201301,32,B,L,1,0.0404282,24.73523327,2016
8,3311,16.00200048,201301,32,B,L,1,0.0404282,24.73523327,2017
9,3311,18.79600024,201301,32,B,L,1,0.0404282,24.73523327,2018
7,3311,17.01799952,201301,33,B,L,1,0.0404282,24.73523327,2016
8,3311,19.55799952,201301,33,B,L,1,0.0404282,24.73523327,2017
9,3311,20.32,201301,33,B,L,1,0.0404282,24.73523327,2018
7,3311,19.81200048,201301,34,B,L,1,0.0404282,24.73523327,2016
8,3311,22.09799952,201301,34,B,L,1,0.0404282,24.73523327,2017
9,3311,23.87599903,201301,34,B,L,1,0.0404282,24.73523327,2018
7,3311,14.73200048,201301,39,B,L,1,0.0404282,24.73523327,2016
8,3311,16.25600024,201301,39,B,L,1,0.0404282,24.73523327,2017
9,3311,17.27200048,201301,39,B,L,1,0.0404282,24.73523327,2018
7,3311,19.05,201301,40,B,L,1,0.0404282,24.73523327,2016
8,3311,21.59,201301,40,B,L,1,0.0404282,24.73523327,2017
9,3311,24.38400097,201301,40,B,L,1,0.0404282,24.73523327,2018
7,3311,14.98600024,201301,41,B,L,1,0.0404282,24.73523327,2016
8,3311,17.27200048,201301,41,B,L,1,0.0404282,24.73523327,2017
9,3311,18.79600024,201301,41,B,L,1,0.0404282,24.73523327,2018
7,3311,13.46200048,201301,42,B,L,1,0.0404282,24.73523327,2016
8,3311,15.24,201301,42,B,L,1,0.0404282,24.73523327,2017
9,3311,16.00200048,201301,42,B,L,1,0.0404282,24.73523327,2018
7,3311,15.49399976,201301,43,B,L,1,0.0404282,24.73523327,2016
8,3311,17.78,201301,43,B,L,1,0.0404282,24.73523327,2017
9,3311,19.55799952,201301,43,B,L,1,0.0404282,24.73523327,2018
7,3311,17.78,201301,48,B,L,1,0.0404282,24.73523327,2016
8,3311,20.06600024,201301,48,B,L,1,0.0404282,24.73523327,2017
9,3311,21.59,201301,48,B,L,1,0.0404282,24.73523327,2018
7,3311,18.03399976,201301,49,B,L,1,0.0404282,24.73523327,2016
8,3311,21.08200048,201301,49,B,L,1,0.0404282,24.73523327,2017
9,3311,22.86,201301,49,B,L,1,0.0404282,24.73523327,2018
7,3311,16.76399976,201301,50,B,L,1,0.0404282,24.73523327,2016
8,3311,19.05,201301,50,B,L,1,0.0404282,24.73523327,2017
9,3311,21.59,201301,50,B,L,1,0.0404282,24.73523327,2018
7,3311,17.78,201301,51,B,L,1,0.0404282,24.73523327,2016
8,3311,18.79600024,201301,51,B,L,1,0.0404282,24.73523327,2017
9,3311,21.59,201301,51,B,L,1,0.0404282,24.73523327,2018
7,3311,18.28799952,201301,52,B,L,1,0.0404282,24.73523327,2016
8,3311,20.32,201301,52,B,L,1,0.0404282,24.73523327,2017
9,3311,22.35200048,201301,52,B,L,1,0.0404282,24.73523327,2018
7,3311,18.79600024,201301,57,B,L,1,0.0404282,24.73523327,2016
8,3311,21.84400097,201301,57,B,L,1,0.0404282,24.73523327,2017
9,3311,24.63799952,201301,57,B,L,1,0.0404282,24.73523327,2018
7,3311,20.06600024,201301,58,B,L,1,0.0404282,24.73523327,2016
8,3311,22.60599903,201301,58,B,L,1,0.0404282,24.73523327,2017
9,3311,24.89200048,201301,58,B,L,1,0.0404282,24.73523327,2018
7,3311,19.05,201301,59,B,L,1,0.0404282,24.73523327,2016
8,3311,22.09799952,201301,59,B,L,1,0.0404282,24.73523327,2017
9,3311,24.89200048,201301,59,B,L,1,0.0404282,24.73523327,2018
7,3311,18.03399976,201301,60,B,L,1,0.0404282,24.73523327,2016
8,3311,22.86,201301,60,B,L,1,0.0404282,24.73523327,2017
9,3311,23.62200048,201301,60,B,L,1,0.0404282,24.73523327,2018
7,3311,18.03399976,201301,61,B,L,1,0.0404282,24.73523327,2016
8,3311,21.08200048,201301,61,B,L,1,0.0404282,24.73523327,2017
9,3311,23.87599903,201301,61,B,L,1,0.0404282,24.73523327,2018
7,3331,13.20799952,201301,21,B,H,1,0.0134761,74.20569703,2016
8,3331,14.73200048,201301,21,B,H,1,0.0134761,74.20569703,2017
9,3331,16.25600024,201301,21,B,H,1,0.0134761,74.20569703,2018
7,3331,16.76399976,201301,22,B,H,1,0.0134761,74.20569703,2016
8,3331,18.79600024,201301,22,B,H,1,0.0134761,74.20569703,2017
9,3331,18.03399976,201301,22,B,H,1,0.0134761,74.20569703,2018
7,3331,15.49399976,201301,23,B,H,1,0.0134761,74.20569703,2016
8,3331,17.01799952,201301,23,B,H,1,0.0134761,74.20569703,2017
9,3331,18.28799952,201301,23,B,H,1,0.0134761,74.20569703,2018
7,3331,15.24,201301,24,B,H,1,0.0134761,74.20569703,2016
8,3331,17.01799952,201301,24,B,H,1,0.0134761,74.20569703,2017
9,3331,19.05,201301,24,B,H,1,0.0134761,74.20569703,2018
7,3331,13.97,201301,25,B,H,1,0.0134761,74.20569703,2016
8,3331,14.73200048,201301,25,B,H,1,0.0134761,74.20569703,2017
9,3331,15.49399976,201301,25,B,H,1,0.0134761,74.20569703,2018
7,3331,15.74799952,201301,30,B,H,1,0.0134761,74.20569703,2016
8,3331,17.27200048,201301,30,B,H,1,0.0134761,74.20569703,2017
9,3331,17.52600024,201301,30,B,H,1,0.0134761,74.20569703,2018
7,3331,10.66799952,201301,31,B,H,1,0.0134761,74.20569703,2016
8,3331,11.43,201301,31,B,H,1,0.0134761,74.20569703,2017
9,3331,12.44600024,201301,31,B,H,1,0.0134761,74.20569703,2018
7,3331,15.24,201301,32,B,H,1,0.0134761,74.20569703,2016
8,3331,17.27200048,201301,32,B,H,1,0.0134761,74.20569703,2017
9,3331,18.54200048,201301,32,B,H,1,0.0134761,74.20569703,2018
7,3331,15.74799952,201301,34,B,H,1,0.0134761,74.20569703,2016
8,3331,17.78,201301,34,B,H,1,0.0134761,74.20569703,2017
9,3331,19.55799952,201301,34,B,H,1,0.0134761,74.20569703,2018
7,3331,14.22399976,201301,39,B,H,1,0.0134761,74.20569703,2016
8,3331,15.49399976,201301,39,B,H,1,0.0134761,74.20569703,2017
9,3331,16.76399976,201301,39,B,H,1,0.0134761,74.20569703,2018
7,3331,10.92200048,201301,40,B,H,1,0.0134761,74.20569703,2016
8,3331,12.44600024,201301,40,B,H,1,0.0134761,74.20569703,2017
9,3331,13.71600024,201301,40,B,H,1,0.0134761,74.20569703,2018
7,3331,13.97,201301,41,B,H,1,0.0134761,74.20569703,2016
8,3331,15.24,201301,41,B,H,1,0.0134761,74.20569703,2017
9,3331,16.25600024,201301,41,B,H,1,0.0134761,74.20569703,2018
7,3331,15.24,201301,42,B,H,1,0.0134761,74.20569703,2016
8,3331,17.27200048,201301,42,B,H,1,0.0134761,74.20569703,2017
9,3331,18.54200048,201301,42,B,H,1,0.0134761,74.20569703,2018
7,3331,8.89,201301,43,B,H,1,0.0134761,74.20569703,2016
8,3331,9.398000121,201301,43,B,H,1,0.0134761,74.20569703,2017
9,3331,11.17600024,201301,43,B,H,1,0.0134761,74.20569703,2018
7,3331,13.46200048,201301,48,B,H,1,0.0134761,74.20569703,2016
8,3331,14.98600024,201301,48,B,H,1,0.0134761,74.20569703,2017
9,3331,16.00200048,201301,48,B,H,1,0.0134761,74.20569703,2018
7,3331,16.76399976,201301,49,B,H,1,0.0134761,74.20569703,2016
8,3331,19.05,201301,49,B,H,1,0.0134761,74.20569703,2017
9,3331,20.57400097,201301,49,B,H,1,0.0134761,74.20569703,2018
7,3331,15.74799952,201301,50,B,H,1,0.0134761,74.20569703,2016
8,3331,18.54200048,201301,50,B,H,1,0.0134761,74.20569703,2017
9,3331,20.82799952,201301,50,B,H,1,0.0134761,74.20569703,2018
7,3331,12.7,201301,51,B,H,1,0.0134761,74.20569703,2016
8,3331,13.46200048,201301,51,B,H,1,0.0134761,74.20569703,2017
9,3331,14.73200048,201301,51,B,H,1,0.0134761,74.20569703,2018
7,3331,11.93799952,201301,52,B,H,1,0.0134761,74.20569703,2016
8,3331,12.95399976,201301,52,B,H,1,0.0134761,74.20569703,2017
9,3331,14.73200048,201301,52,B,H,1,0.0134761,74.20569703,2018
7,3331,18.54200048,201301,57,B,H,1,0.0134761,74.20569703,2016
8,3331,20.82799952,201301,57,B,H,1,0.0134761,74.20569703,2017
9,3331,22.86,201301,57,B,H,1,0.0134761,74.20569703,2018
7,3331,15.24,201301,58,B,H,1,0.0134761,74.20569703,2016
8,3331,17.52600024,201301,58,B,H,1,0.0134761,74.20569703,2017
9,3331,18.79600024,201301,58,B,H,1,0.0134761,74.20569703,2018
7,3331,12.19200048,201301,59,B,H,1,0.0134761,74.20569703,2016
8,3331,13.46200048,201301,59,B,H,1,0.0134761,74.20569703,2017
9,3331,15.24,201301,59,B,H,1,0.0134761,74.20569703,2018
7,3331,13.71600024,201301,60,B,H,1,0.0134761,74.20569703,2016
8,3331,15.49399976,201301,60,B,H,1,0.0134761,74.20569703,2017
9,3331,17.27200048,201301,60,B,H,1,0.0134761,74.20569703,2018
7,3331,14.22399976,201301,61,B,H,1,0.0134761,74.20569703,2016
8,3331,15.74799952,201301,61,B,H,1,0.0134761,74.20569703,2017
9,3331,16.76399976,201301,61,B,H,1,0.0134761,74.20569703,2018
7,3411,17.27200048,201301,21,C,L,1,0.0404282,24.73523327,2016
8,3411,20.82799952,201301,21,C,L,1,0.0404282,24.73523327,2017
9,3411,23.62200048,201301,21,C,L,1,0.0404282,24.73523327,2018
7,3411,19.05,201301,22,C,L,1,0.0404282,24.73523327,2016
8,3411,21.59,201301,22,C,L,1,0.0404282,24.73523327,2017
9,3411,24.38400097,201301,22,C,L,1,0.0404282,24.73523327,2018
7,3411,18.03399976,201301,23,C,L,1,0.0404282,24.73523327,2016
8,3411,20.82799952,201301,23,C,L,1,0.0404282,24.73523327,2017
9,3411,23.36799952,201301,23,C,L,1,0.0404282,24.73523327,2018
7,3411,18.28799952,201301,24,C,L,1,0.0404282,24.73523327,2016
8,3411,20.57400097,201301,24,C,L,1,0.0404282,24.73523327,2017
9,3411,23.11400097,201301,24,C,L,1,0.0404282,24.73523327,2018
7,3411,19.05,201301,25,C,L,1,0.0404282,24.73523327,2016
8,3411,21.59,201301,25,C,L,1,0.0404282,24.73523327,2017
9,3411,24.13,201301,25,C,L,1,0.0404282,24.73523327,2018
7,3411,20.06600024,201301,30,C,L,1,0.0404282,24.73523327,2016
8,3411,21.33599903,201301,30,C,L,1,0.0404282,24.73523327,2017
9,3411,23.87599903,201301,30,C,L,1,0.0404282,24.73523327,2018
7,3411,19.05,201301,31,C,L,1,0.0404282,24.73523327,2016
8,3411,21.59,201301,31,C,L,1,0.0404282,24.73523327,2017
9,3411,24.63799952,201301,31,C,L,1,0.0404282,24.73523327,2018
7,3411,18.79600024,201301,32,C,L,1,0.0404282,24.73523327,2016
8,3411,21.84400097,201301,32,C,L,1,0.0404282,24.73523327,2017
9,3411,24.63799952,201301,32,C,L,1,0.0404282,24.73523327,2018
7,3411,18.54200048,201301,33,C,L,1,0.0404282,24.73523327,2016
8,3411,21.08200048,201301,33,C,L,1,0.0404282,24.73523327,2017
9,3411,23.36799952,201301,33,C,L,1,0.0404282,24.73523327,2018
7,3411,13.97,201301,34,C,L,1,0.0404282,24.73523327,2016
8,3411,15.74799952,201301,34,C,L,1,0.0404282,24.73523327,2017
9,3411,18.03399976,201301,34,C,L,1,0.0404282,24.73523327,2018
7,3411,17.27200048,201301,39,C,L,1,0.0404282,24.73523327,2016
8,3411,19.30399976,201301,39,C,L,1,0.0404282,24.73523327,2017
9,3411,21.08200048,201301,39,C,L,1,0.0404282,24.73523327,2018
7,3411,15.49399976,201301,41,C,L,1,0.0404282,24.73523327,2016
8,3411,17.01799952,201301,41,C,L,1,0.0404282,24.73523327,2017
9,3411,19.30399976,201301,41,C,L,1,0.0404282,24.73523327,2018
7,3411,20.57400097,201301,42,C,L,1,0.0404282,24.73523327,2016
8,3411,23.62200048,201301,42,C,L,1,0.0404282,24.73523327,2017
9,3411,26.67,201301,42,C,L,1,0.0404282,24.73523327,2018
7,3411,15.24,201301,43,C,L,1,0.0404282,24.73523327,2016
8,3411,20.82799952,201301,43,C,L,1,0.0404282,24.73523327,2017
9,3411,24.13,201301,43,C,L,1,0.0404282,24.73523327,2018
7,3411,17.27200048,201301,48,C,L,1,0.0404282,24.73523327,2016
8,3411,19.81200048,201301,48,C,L,1,0.0404282,24.73523327,2017
9,3411,21.84400097,201301,48,C,L,1,0.0404282,24.73523327,2018
7,3411,19.81200048,201301,49,C,L,1,0.0404282,24.73523327,2016
8,3411,22.09799952,201301,49,C,L,1,0.0404282,24.73523327,2017
9,3411,24.13,201301,49,C,L,1,0.0404282,24.73523327,2018
7,3411,18.54200048,201301,50,C,L,1,0.0404282,24.73523327,2016
8,3411,22.86,201301,50,C,L,1,0.0404282,24.73523327,2017
9,3411,24.13,201301,50,C,L,1,0.0404282,24.73523327,2018
7,3411,19.05,201301,51,C,L,1,0.0404282,24.73523327,2016
8,3411,22.35200048,201301,51,C,L,1,0.0404282,24.73523327,2017
9,3411,25.4,201301,51,C,L,1,0.0404282,24.73523327,2018
7,3411,20.32,201301,52,C,L,1,0.0404282,24.73523327,2016
8,3411,23.36799952,201301,52,C,L,1,0.0404282,24.73523327,2017
9,3411,25.90799952,201301,52,C,L,1,0.0404282,24.73523327,2018
7,3411,20.82799952,201301,57,C,L,1,0.0404282,24.73523327,2016
8,3411,23.36799952,201301,57,C,L,1,0.0404282,24.73523327,2017
9,3411,25.4,201301,57,C,L,1,0.0404282,24.73523327,2018
7,3411,18.54200048,201301,58,C,L,1,0.0404282,24.73523327,2016
8,3411,20.82799952,201301,58,C,L,1,0.0404282,24.73523327,2017
9,3411,22.35200048,201301,58,C,L,1,0.0404282,24.73523327,2018
7,3411,19.55799952,201301,59,C,L,1,0.0404282,24.73523327,2016
8,3411,23.87599903,201301,59,C,L,1,0.0404282,24.73523327,2017
9,3411,26.41599903,201301,59,C,L,1,0.0404282,24.73523327,2018
7,3411,17.27200048,201301,60,C,L,1,0.0404282,24.73523327,2016
8,3411,19.05,201301,60,C,L,1,0.0404282,24.73523327,2017
9,3411,20.06600024,201301,60,C,L,1,0.0404282,24.73523327,2018
7,3411,19.05,201301,61,C,L,1,0.0404282,24.73523327,2016
8,3411,21.84400097,201301,61,C,L,1,0.0404282,24.73523327,2017
9,3411,23.87599903,201301,61,C,L,1,0.0404282,24.73523327,2018
7,3431,17.78,201301,21,C,H,1,0.0134761,74.20569703,2016
8,3431,19.81200048,201301,21,C,H,1,0.0134761,74.20569703,2017
9,3431,21.33599903,201301,21,C,H,1,0.0134761,74.20569703,2018
7,3431,11.43,201301,22,C,H,1,0.0134761,74.20569703,2016
8,3431,12.44600024,201301,22,C,H,1,0.0134761,74.20569703,2017
9,3431,12.95399976,201301,22,C,H,1,0.0134761,74.20569703,2018
7,3431,11.93799952,201301,23,C,H,1,0.0134761,74.20569703,2016
8,3431,13.20799952,201301,23,C,H,1,0.0134761,74.20569703,2017
9,3431,14.22399976,201301,23,C,H,1,0.0134761,74.20569703,2018
7,3431,14.98600024,201301,24,C,H,1,0.0134761,74.20569703,2016
8,3431,16.51,201301,24,C,H,1,0.0134761,74.20569703,2017
