System,Tree,Month,Diameter,r,Total Area,>40mm,20-40mm,0-20mm
4,HB13,Sep,16.1,6.55,134.7821788,20.42820623,44.61061568,69.74335691
4,HB13,Oct,18.55,7.775,189.9112394,44.76965881,60.00441968,85.13716091
4,HB13,Nov,16.4,6.7,141.0260942,22.90221044,46.49557127,71.6283125
4,HB13,Dec,16.1,6.55,134.7821788,20.42820623,44.61061568,69.74335691
4,HB14,Jan,16.2,6.6,136.847776,21.23716634,45.23893421,70.37167544
4,HB14,Feb,15.8,6.4,128.6796351,18.09557368,42.72566009,67.85840132
4,HB14,Mar,15.8,6.4,128.6796351,18.09557368,42.72566009,67.85840132
4,HB14,Apr,16.1,6.55,134.7821788,20.42820623,44.61061568,69.74335691
4,HB14,May,16.15,6.575,135.8130139,20.83072279,44.92477495,70.05751618
4,HB14,Jun,16.3,6.65,138.9290811,22.06183441,45.86725274,70.99999397
4,HB14,Jul,16.45,6.725,142.0804913,23.32828895,46.80973054,71.94247177
4,HB14,Aug,16.4,6.7,141.0260942,22.90221044,46.49557127,71.6283125
4,HB14,Sep,16.5,6.75,143.1388153,23.75829444,47.1238898,72.25663103
4,HB14,Oct,22.4,9.7,295.5924528,102.0703453,84.19468312,109.3274243
4,HB14,Nov,16.5,6.75,143.1388153,23.75829444,47.1238898,72.25663103
4,HB14,Dec,16.5,6.75,143.1388153,23.75829444,47.1238898,72.25663103
4,HB15,Jan,17.2,7.1,158.3676857,30.1907054,51.52211952,76.65486075
4,HB15,Feb,17.2,7.1,158.3676857,30.1907054,51.52211952,76.65486075
4,HB15,Mar,17.2,7.1,158.3676857,30.1907054,51.52211952,76.65486075
4,HB15,Apr,17.55,7.275,166.2707547,33.69554471,53.72123438,78.85397561
4,HB15,May,17.7,7.35,169.7166891,35.25652355,54.66371217,79.7964534
4,HB15,Jun,17.9,7.45,174.3662463,37.39280656,55.92034923,81.05309046
4,HB15,Jul,17.95,7.475,175.538453,37.93669479,56.2345085,81.36724973
4,HB15,Aug,17.8,7.4,172.0336137,36.31681108,55.2920307,80.42477193
4,HB15,Sep,18.2,7.6,181.4583917,40.71504079,57.80530483,82.93804605
4,HB15,Oct,23.15,10.075,318.8893258,115.9424404,88.9070721,114.0398133
4,HB15,Nov,18.2,7.6,181.4583917,40.71504079,57.80530483,82.93804605
4,HB15,Dec,18.2,7.6,181.4583917,40.71504079,57.80530483,82.93804605
4,HB16,Jan,16.9,6.95,151.7467792,27.33971007,49.63716393,74.76990516
4,HB16,Feb,16.9,6.95,151.7467792,27.33971007,49.63716393,74.76990516
4,HB16,Mar,16.9,6.95,151.7467792,27.33971007,49.63716393,74.76990516
4,HB16,Apr,17.25,7.125,159.4849146,30.67961576,51.83627878,76.96902001
4,HB16,May,17.5,7.25,165.1299639,33.1830724,53.40707511,78.53981634
4,HB16,Jun,17.7,7.35,169.7166891,35.25652355,54.66371217,79.7964534
4,HB16,Jul,17.9,7.45,174.3662463,37.39280656,55.92034923,81.05309046
4,HB16,Aug,18,7.5,176.7145868,38.48451001,56.54866776,81.68140899
4,HB16,Sep,18.1,7.55,179.0786352,39.59192142,57.1769863,82.30972752
4,HB16,Oct,18.25,7.625,182.6541604,41.28249096,58.11946409,83.25220532
4,HB16,Nov,18.3,7.65,183.8538561,41.85386813,58.43362336,83.56636459
4,HB16,Dec,18.2,7.6,181.4583917,40.71504079,57.80530483,82.93804605
4,HB17,Jan,16.2,6.6,136.847776,21.23716634,45.23893421,70.37167544
4,HB17,Feb,16.05,6.525,133.7552707,20.02961666,44.29645642,69.42919764
4,HB17,Mar,16.25,6.625,137.8864651,21.64753688,45.55309348,70.68583471
4,HB17,Apr,16.5,6.75,143.1388153,23.75829444,47.1238898,72.25663103
4,HB17,May,16.725,6.8625,147.9498699,25.74191568,48.5376065,73.67034773
4,HB17,Jun,16.95,6.975,152.8404461,27.80505848,49.95132319,75.08406442
4,HB17,Jul,17.1,7.05,156.1450089,29.22466566,50.89380099,76.02654222
4,HB17,Aug,17.15,7.075,157.2543838,29.70572204,51.20796025,76.34070148
4,HB17,Sep,17.3,7.15,160.6060704,31.17245311,52.15043805,77.28317928
4,HB17,Oct,17.5,7.25,165.1299639,33.1830724,53.40707511,78.53981634
4,HB17,Nov,17.45,7.225,163.9931,32.67452709,53.09291585,78.22565707
4,HB17,Dec,17.4,7.2,162.8601632,32.16990877,52.77875658,77.91149781
4,HA1,Jan,16.6,6.8,145.2672443,24.6300864,47.75220833,72.88494956
4,HA1,Feb,16.3,6.65,138.9290811,22.06183441,45.86725274,70.99999397
4,HA1,Mar,16.6,6.8,145.2672443,24.6300864,47.75220833,72.88494956
4,HA1,Apr,16.8,6.9,149.5712262,26.42079422,49.0088454,74.14158662
4,HA1,May,16.95,6.975,152.8404461,27.80505848,49.95132319,75.08406442
4,HA1,Jun,17.1,7.05,156.1450089,29.22466566,50.89380099,76.02654222
4,HA1,Jul,17.05,7.025,155.039561,28.74753628,50.57964172,75.71238295
4,HA1,Aug,17,7,153.93804,28.27433388,50.26548246,75.39822369
4,HA1,Sep,17.1,7.05,156.1450089,29.22466566,50.89380099,76.02654222
4,HA1,Oct,16.95,6.975,152.8404461,27.80505848,49.95132319,75.08406442
4,HA1,Nov,17.1,7.05,156.1450089,29.22466566,50.89380099,76.02654222
4,HA1,Dec,17,7,153.93804,28.27433388,50.26548246,75.39822369
4,HA2,Jan,19.8,8.4,221.6707776,60.82123377,67.85840132,92.99114255
4,HA2,Feb,19.5,8.25,213.82465,56.74501731,65.97344573,91.10618695
4,HA2,Mar,19.55,8.275,215.1225204,57.41456924,66.28760499,91.42034622
4,HA2,Apr,20.1,8.55,229.658277,65.03882191,69.74335691,94.87609814
4,HA2,May,20.4,8.7,237.787148,69.39778172,71.6283125,96.76105373
4,HA2,Jun,20.45,8.725,239.1557042,70.13801949,71.94247177,97.075213
4,HA2,Jul,20.65,8.825,244.6691994,73.13824047,73.19910883,98.33185006
4,HA2,Aug,20.8,8.9,248.8455541,75.42963961,74.14158662,99.27432785
4,HA2,Sep,21,9,254.4690049,78.53981634,75.39822369,100.5309649
4,HA2,Oct,20.65,8.825,244.6691994,73.13824047,73.19910883,98.33185006
4,HA2,Nov,21.2,9.1,260.1552876,81.71282492,76.65486075,101.787602
4,HA2,Dec,21.1,9.05,257.3042923,80.11846665,76.02654222,101.1592834
4,HA3,Jan,17.2,7.1,158.3676857,30.1907054,51.52211952,76.65486075
4,HA3,Feb,17.1,7.05,156.1450089,29.22466566,50.89380099,76.02654222
4,HA3,Mar,17.2,7.1,158.3676857,30.1907054,51.52211952,76.65486075
4,HA3,Apr,17.4,7.2,162.8601632,32.16990877,52.77875658,77.91149781
4,HA3,May,17.6,7.3,167.4154725,34.211944,54.03539364,79.16813487
4,HA3,Jun,17.75,7.375,170.8731879,35.78470382,54.97787144,80.11061267
4,HA3,Jul,17.9,7.45,174.3662463,37.39280656,55.92034923,81.05309046
4,HA3,Aug,18,7.5,176.7145868,38.48451001,56.54866776,81.68140899
4,HA3,Sep,18.2,7.6,181.4583917,40.71504079,57.80530483,82.93804605
4,HA3,Oct,18.3,7.65,183.8538561,41.85386813,58.43362336,83.56636459
4,HA3,Nov,18.4,7.7,186.2650284,43.00840343,59.06194189,84.19468312
4,HA3,Dec,18.2,7.6,181.4583917,40.71504079,57.80530483,82.93804605
4,HA4,Jan,12.6,4.8,72.38229474,2.010619298,22.61946711,47.75220833
4,HA4,Feb,12.7,4.85,73.89811319,2.269800692,23.24778564,48.38052687
4,HA4,Mar,12.65,4.825,73.13824047,2.1382465,22.93362637,48.0663676
4,HA4,Apr,12.9,4.95,76.97687399,2.83528737,24.5044227,49.63716393
4,HA4,May,13.1,5.05,80.11846665,3.463605901,25.76105976,50.89380099
4,HA4,Jun,13.2,5.1,81.71282492,3.801327111,26.38937829,51.52211952
4,HA4,Jul,13.3,5.15,83.32289115,4.154756284,27.01769682,52.15043805
4,HA4,Aug,13.4,5.2,84.94866535,4.523893421,27.64601535,52.77875658
4,HA4,Sep,13.6,5.3,88.24733764,5.309291585,28.90265241,54.03539364
4,HA4,Oct,14.8,5.9,109.3588403,11.34114948,36.44247478,61.57521601
4,HA4,Nov,13.4,5.2,84.94866535,4.523893421,27.64601535,52.77875658
4,HA4,Dec,13.5,5.25,86.59014751,4.908738521,28.27433388,53.40707511
4,HA5,Jan,15.5,6.25,122.718463,15.90431281,40.8407045,65.97344573
4,HA5,Feb,15.6,6.3,124.6898124,16.61902514,41.46902303,66.60176426
4,HA5,Mar,15.5,6.25,122.718463,15.90431281,40.8407045,65.97344573
4,HA5,Apr,15.8,6.4,128.6796351,18.09557368,42.72566009,67.85840132
4,HA5,May,15.95,6.475,131.7132355,19.2442185,43.66813788,68.80087911
4,HA5,Jun,16,6.5,132.7322896,19.63495408,43.98229715,69.11503838
4,HA5,Jul,16.2,6.6,136.847776,21.23716634,45.23893421,70.37167544
4,HA5,Aug,16.4,6.7,141.0260942,22.90221044,46.49557127,71.6283125
4,HA5,Sep,16.4,6.7,141.0260942,22.90221044,46.49557127,71.6283125
4,HA5,Oct,16.45,6.725,142.0804913,23.32828895,46.80973054,71.94247177
4,HA5,Nov,16.5,6.75,143.1388153,23.75829444,47.1238898,72.25663103
4,HA5,Dec,16.3,6.65,138.9290811,22.06183441,45.86725274,70.99999397
4,HA6,Jan,16.7,6.85,147.4113813,25.51758633,48.38052687,73.51326809
4,HA6,Feb,16.5,6.75,143.1388153,23.75829444,47.1238898,72.25663103
4,HA6,Mar,16.6,6.8,145.2672443,24.6300864,47.75220833,72.88494956
4,HA6,Apr,16.9,6.95,151.7467792,27.33971007,49.63716393,74.76990516
4,HA6,May,17.2,7.1,158.3676857,30.1907054,51.52211952,76.65486075
4,HA6,Jun,17.4,7.2,162.8601632,32.16990877,52.77875658,77.91149781
4,HA6,Jul,17.65,7.325,168.5641173,34.73227028,54.34955291,79.48229414
4,HA6,Aug,17.8,7.4,172.0336137,36.31681108,55.2920307,80.42477193
4,HA6,Sep,18.1,7.55,179.0786352,39.59192142,57.1769863,82.30972752
4,HA6,Oct,18.05,7.525,177.8946475,39.03625222,56.86282703,81.99556826
4,HA6,Nov,18,7.5,176.7145868,38.48451001,56.54866776,81.68140899
4,HA6,Dec,17.8,7.4,172.0336137,36.31681108,55.2920307,80.42477193
4,HA7,Jan,15.5,6.25,122.718463,15.90431281,40.8407045,65.97344573
4,HA7,Feb,15.3,6.15,118.8228881,14.52201204,39.58406744,64.71680866
4,HA7,Mar,15.45,6.225,121.7386788,15.55284713,40.52654523,65.65928646
4,HA7,Apr,15.7,6.35,126.6768698,17.34944543,42.09734156,67.23008279
4,HA7,May,15.95,6.475,131.7132355,19.2442185,43.66813788,68.80087911
4,HA7,Jun,16.15,6.575,135.8130139,20.83072279,44.92477495,70.05751618
4,HA7,Jul,16.35,6.675,139.9756242,22.48005893,46.18141201,71.31415324
4,HA7,Aug,16.5,6.75,143.1388153,23.75829444,47.1238898,72.25663103
4,HA7,Sep,16.7,6.85,147.4113813,25.51758633,48.38052687,73.51326809
4,HA7,Oct,17.45,7.225,163.9931,32.67452709,53.09291585,78.22565707
4,HA7,Nov,16.8,6.9,149.5712262,26.42079422,49.0088454,74.14158662
4,HA7,Dec,16.7,6.85,147.4113813,25.51758633,48.38052687,73.51326809
4,HA8,Jan,17.3,7.15,160.6060704,31.17245311,52.15043805,77.28317928
4,HA8,Feb,17.1,7.05,156.1450089,29.22466566,50.89380099,76.02654222
4,HA8,Mar,17.2,7.1,158.3676857,30.1907054,51.52211952,76.65486075
4,HA8,Apr,17.5,7.25,165.1299639,33.1830724,53.40707511,78.53981634
4,HA8,May,17.65,7.325,168.5641173,34.73227028,54.34955291,79.48229414
4,HA8,Jun,17.8,7.4,172.0336137,36.31681108,55.2920307,80.42477193
4,HA8,Jul,18,7.5,176.7145868,38.48451001,56.54866776,81.68140899
4,HA8,Aug,18.2,7.6,181.4583917,40.71504079,57.80530483,82.93804605
4,HA8,Sep,18.3,7.65,183.8538561,41.85386813,58.43362336,83.56636459
4,HA8,Oct,17.7,7.35,169.7166891,35.25652355,54.66371217,79.7964534
4,HA8,Nov,18.6,7.8,191.134497,45.36459792,60.31857895,85.45132018
4,HA8,Dec,18.1,7.55,179.0786352,39.59192142,57.1769863,82.30972752
